Job ID,Job Title,Company,Industry,Company Size,Country,City,Remote Type,Employment Type,Experience Level,Minimum Experience (Years),Annual Salary,Currency,Skills Required,Number of Applicants,Job Posted Date,Education Requirement,Department,Company Rating,Hiring Status,Job Category
JOB-1816,Data Engineer,Spotify,Entertainment,1001-5000,United States,New York,Hybrid,Part-time,Mid Level,5,141000,USD,"Python, Kafka, Airflow, AWS",443,2023-02-15,Master's,Engineering,4.3,On Hold,Data
JOB-1817,DevOps Engineer,Slack,Software,1001-5000,United States,Denver,Hybrid,Full-time,Senior Level,5,179000,USD,"CI/CD, Kubernetes, Python, Terraform",435,2024-03-21,Bachelor's,Engineering,4.4,Closed,Software
JOB-1818,Senior Software Engineer,Workday,Software,5001-10000,Ireland,Dublin,Hybrid,Full-time,Mid Level,3,143000,EUR,"Kubernetes, System Design, SQL",446,2023-05-30,Master's,Engineering,3.9,Open,Software
JOB-1819,Full Stack Engineer,PwC,Consulting,10001+,India,Hyderabad,Hybrid,Full-time,Executive,13,3901000,INR,"Python, React, SQL, AWS, Node.js",351,2024-01-03,MBA,Engineering,3.8,Open,Software
JOB-1820,Software Engineer,Amazon,E-Commerce,10001+,United States,Boston,Onsite,Full-time,Executive,15,157000,USD,"Git, JavaScript, Java, AWS",27,2023-04-25,Master's,Engineering,4.0,Open,Software
JOB-1821,Site Reliability Engineer,HubSpot,Software,1001-5000,United States,Austin,Remote,Full-time,Mid Level,4,171000,USD,"Python, Linux, AWS, Monitoring, Kubernetes",76,2024-02-07,Bachelor's,Engineering,4.7,Open,Software
JOB-1822,Business Analyst,Palantir,Technology,1001-5000,France,Paris,Remote,Full-time,Executive,13,88000,EUR,"Requirements Gathering, Excel, Tableau, SQL, Power BI",449,2023-11-10,Master's,Analytics,3.5,Closed,Business
JOB-1823,Data Analyst,Databricks,Technology,1001-5000,United States,Los Angeles,Onsite,Full-time,Entry Level,2,66000,USD,"SQL, Tableau, Statistics",242,2024-03-08,Master's,Analytics,5.0,Open,Data
JOB-1824,Software Engineer,ServiceNow,Software,10001+,Singapore,Singapore,Onsite,Full-time,Mid Level,2,103000,SGD,"JavaScript, Java, AWS, Git, SQL, Python",181,2024-04-29,Bachelor's,Engineering,4.4,Open,Software
JOB-1825,Marketing Analyst,JPMorgan Chase,Finance,10001+,India,Mumbai,Remote,Full-time,Entry Level,1,1826000,INR,"Tableau, Excel, Python, Google Analytics, SQL",347,2023-04-05,Bachelor's,Marketing,4.2,Closed,Business
JOB-1826,Backend Engineer,BlackRock,Finance,5001-10000,United States,Washington DC,Hybrid,Full-time,Senior Level,8,149000,USD,"Java, Redis, SQL, Python, AWS",231,2023-05-12,PhD,Engineering,4.2,Open,Software
JOB-1827,Cloud Engineer,Apple,Technology,10001+,Germany,Munich,Remote,Full-time,Senior Level,7,139000,EUR,"Terraform, GCP, Python, Kubernetes",194,2024-04-07,Master's,Engineering,4.1,Open,Software
JOB-1828,Senior Data Scientist,JPMorgan Chase,Finance,10001+,United States,Denver,Hybrid,Full-time,Entry Level,2,162000,USD,"Python, Machine Learning, SQL, PyTorch",463,2023-02-14,Master's,Data Science,3.9,On Hold,Data
JOB-1829,Business Intelligence Analyst,Mastercard,Fintech,10001+,United States,Boston,Onsite,Contract,Senior Level,5,107000,USD,"Excel, SQL, DAX, Tableau, Power BI",94,2023-01-22,Bachelor's,Analytics,4.5,Open,Data
JOB-1830,DevOps Engineer,Goldman Sachs,Finance,10001+,United States,Seattle,Onsite,Contract,Entry Level,1,137000,USD,"CI/CD, AWS, Terraform",163,2024-06-03,Bachelor's,Engineering,3.8,On Hold,Software
JOB-1831,Senior Data Engineer,Microsoft,Technology,10001+,India,Pune,Hybrid,Full-time,Senior Level,7,4565000,INR,"dbt, Spark, AWS",10,2023-07-09,Master's,Engineering,4.6,Open,Data
JOB-1832,Data Architect,Uber,Transportation,5001-10000,United States,New York,Hybrid,Contract,Mid Level,2,173000,USD,"Python, Azure, SQL, Spark",149,2023-01-10,Bachelor's,Engineering,3.7,Open,Data
JOB-1833,ML Engineer,Visa,Fintech,10001+,United States,Los Angeles,Remote,Full-time,Entry Level,1,145000,USD,"SQL, MLOps, Kubernetes, TensorFlow",42,2023-03-14,Bachelor's,Engineering,4.0,Open,Data
JOB-1834,Cloud Engineer,Visa,Fintech,10001+,Germany,Munich,Remote,Full-time,Senior Level,7,154000,EUR,"Kubernetes, Azure, Python",322,2024-03-18,Master's,Engineering,4.1,Open,Software
JOB-1835,Operations Analyst,Walmart,Retail,10001+,Australia,Melbourne,Remote,Full-time,Director,15,91000,AUD,"Power BI, Lean, Process Improvement, SQL",329,2023-06-11,Bachelor's,Operations,3.1,Open,Business
JOB-1836,Senior Product Manager,JPMorgan Chase,Finance,10001+,United States,Seattle,Hybrid,Contract,Senior Level,6,225000,USD,"Agile, Product Strategy, Leadership",367,2023-10-15,Master's,Product,4.1,On Hold,Business
JOB-1837,Senior Product Manager,Johnson & Johnson,Healthcare,10001+,India,Mumbai,Hybrid,Full-time,Senior Level,6,4814000,INR,"Leadership, Agile, OKRs, SQL",396,2023-12-17,Master's,Product,4.0,Open,Business
JOB-1838,Data Architect,Atlassian,Software,5001-10000,United States,Los Angeles,Remote,Full-time,Mid Level,4,178000,USD,"AWS, Python, Spark, Data Modeling",135,2023-10-13,Bachelor's,Engineering,4.7,Closed,Data
JOB-1839,Marketing Analyst,DoorDash,Food Delivery,1001-5000,United States,Los Angeles,Remote,Full-time,Senior Level,6,90000,USD,"Google Analytics, Excel, Python, Tableau",228,2023-09-10,Master's,Marketing,3.5,Closed,Business
JOB-1840,DevOps Engineer,Lockheed Martin,Aerospace,10001+,Canada,Vancouver,Onsite,Internship,Mid Level,4,111000,CAD,"Docker, AWS, Terraform, CI/CD, Python",160,2024-01-21,Bachelor's,Engineering,3.9,Open,Software
JOB-1841,DevOps Engineer,HubSpot,Software,1001-5000,United States,Atlanta,Hybrid,Full-time,Entry Level,1,131000,USD,"Terraform, Python, CI/CD, AWS, Docker, Kubernetes",178,2024-03-23,Bachelor's,Engineering,4.5,Open,Software
JOB-1842,Senior Data Analyst,Lyft,Transportation,1001-5000,Canada,Toronto,Remote,Full-time,Mid Level,3,120000,CAD,"SQL, Tableau, R",454,2023-07-29,Bachelor's,Analytics,3.7,Open,Data
JOB-1843,Senior Product Manager,McKinsey & Company,Consulting,10001+,United States,Denver,Hybrid,Full-time,Senior Level,7,232000,USD,"Leadership, OKRs, SQL, Product Strategy, Agile",183,2023-01-24,PhD,Product,4.1,Open,Business
JOB-1844,Site Reliability Engineer,Snowflake,Technology,1001-5000,United States,Austin,Onsite,Full-time,Entry Level,1,135000,USD,"Kubernetes, Python, Linux, Monitoring, AWS",162,2023-06-27,Master's,Engineering,4.4,Open,Software
JOB-1845,Frontend Engineer,ServiceNow,Software,10001+,United States,Austin,Onsite,Full-time,Senior Level,8,151000,USD,"Git, CSS, React, JavaScript, TypeScript",19,2024-01-29,Master's,Engineering,4.4,Open,Software
JOB-1846,Financial Analyst,Snowflake,Technology,1001-5000,United Kingdom,London,Hybrid,Full-time,Mid Level,5,95000,GBP,"Power BI, SQL, Financial Modeling, Excel",136,2023-03-21,Master's,Finance,4.3,Open,Business
JOB-1847,ML Engineer,Snowflake,Technology,1001-5000,United States,Denver,Hybrid,Contract,Mid Level,5,197000,USD,"PyTorch, MLOps, SQL, Python, TensorFlow",174,2023-03-08,Master's,Engineering,4.2,Open,Data
JOB-1848,Backend Engineer,PwC,Consulting,10001+,India,Delhi,Hybrid,Full-time,Entry Level,1,2656000,INR,"SQL, AWS, Redis",210,2023-09-24,Master's,Engineering,4.3,On Hold,Software
JOB-1849,Senior Product Manager,Block,Fintech,1001-5000,Netherlands,Amsterdam,Hybrid,Full-time,Mid Level,3,134000,EUR,"SQL, Product Strategy, OKRs, Leadership, Agile",233,2023-03-23,Bachelor's,Product,4.0,Open,Business
JOB-1850,Analytics Engineer,JPMorgan Chase,Finance,10001+,United States,Chicago,Remote,Full-time,Mid Level,3,168000,USD,"SQL, Snowflake, Looker",108,2023-06-30,Bachelor's,Engineering,3.9,Open,Data
JOB-1851,Data Analyst,Twilio,Software,1001-5000,United States,Atlanta,Onsite,Full-time,Senior Level,6,99000,USD,"Power BI, SQL, Statistics, Excel",284,2024-01-13,Master's,Analytics,4.0,On Hold,Data
JOB-1852,Software Engineer,Google,Technology,10001+,United Kingdom,Manchester,Remote,Full-time,Director,14,108000,GBP,"JavaScript, Git, Python, AWS",333,2023-05-16,Master's,Engineering,4.6,Open,Software
JOB-1853,Business Intelligence Analyst,BlackRock,Finance,5001-10000,United States,Chicago,Hybrid,Full-time,Senior Level,5,99000,USD,"Power BI, SQL, Tableau, Excel",246,2024-04-16,PhD,Analytics,4.2,Closed,Data
JOB-1854,Full Stack Engineer,Block,Fintech,1001-5000,United States,Chicago,Onsite,Full-time,Mid Level,5,129000,USD,"Node.js, AWS, SQL, React, Python",307,2024-01-12,Master's,Engineering,4.1,On Hold,Software
JOB-1855,Data Architect,EY,Consulting,10001+,United States,Los Angeles,Hybrid,Full-time,Mid Level,3,194000,USD,"SQL, AWS, Azure, Python, Data Modeling",36,2023-05-24,Bachelor's,Engineering,3.6,Open,Data
JOB-1856,Full Stack Engineer,Palantir,Technology,1001-5000,India,Hyderabad,Onsite,Part-time,Director,15,3237000,INR,"SQL, AWS, Node.js, Python, React",358,2023-05-30,Bachelor's,Engineering,3.7,Open,Software
JOB-1857,Full Stack Engineer,Accenture,Consulting,10001+,Ireland,Dublin,Hybrid,Full-time,Mid Level,5,94000,EUR,"AWS, SQL, JavaScript, Python, React, Node.js",538,2023-03-11,Bachelor's,Engineering,3.8,On Hold,Software
JOB-1858,Senior Data Scientist,Google,Technology,10001+,United States,San Francisco,Hybrid,Full-time,Mid Level,4,155000,USD,"Statistics, PyTorch, Deep Learning, Python",29,2024-04-16,Bachelor's,Data Science,4.8,Open,Data
JOB-1859,Strategy Analyst,Morgan Stanley,Finance,10001+,United States,Boston,Remote,Full-time,Director,14,118000,USD,"Market Research, Excel, PowerPoint, Financial Modeling",195,2023-10-01,MBA,Strategy,3.7,Open,Business
JOB-1860,Analytics Engineer,EY,Consulting,10001+,United States,San Francisco,Hybrid,Full-time,Executive,15,168000,USD,"SQL, dbt, Snowflake, Looker",343,2023-06-05,MBA,Engineering,4.1,Filled,Data
JOB-1861,Data Scientist,Google,Technology,10001+,United States,Denver,Onsite,Full-time,Mid Level,3,161000,USD,"Python, SQL, TensorFlow, R",188,2024-04-15,Master's,Data Science,4.6,Closed,Data
JOB-1862,Analytics Engineer,Visa,Fintech,10001+,Singapore,Singapore,Hybrid,Full-time,Senior Level,7,132000,SGD,"Looker, Python, Snowflake, SQL, dbt",269,2023-01-23,Master's,Engineering,4.2,On Hold,Data
JOB-1863,Operations Analyst,Mastercard,Fintech,10001+,Ireland,Dublin,Onsite,Part-time,Entry Level,0,69000,EUR,"SQL, Process Improvement, Excel, Lean",322,2024-04-20,Master's,Operations,4.8,Closed,Business
JOB-1864,Frontend Engineer,PwC,Consulting,10001+,United States,Seattle,Hybrid,Contract,Mid Level,5,157000,USD,"CSS, Git, TypeScript, React, JavaScript",115,2023-02-28,Master's,Engineering,3.6,Open,Software
JOB-1865,Software Engineer,Microsoft,Technology,10001+,India,Mumbai,Hybrid,Full-time,Senior Level,8,3237000,INR,"Python, JavaScript, Java, SQL, Git",260,2023-06-18,Bachelor's,Engineering,4.6,Open,Software
JOB-1866,Data Scientist,Salesforce,Software,10001+,Canada,Toronto,Onsite,Full-time,Mid Level,2,144000,CAD,"R, Python, Machine Learning",312,2023-06-05,Bachelor's,Data Science,4.1,Open,Data
JOB-1867,Senior Software Engineer,Workday,Software,5001-10000,United States,Washington DC,Onsite,Full-time,Mid Level,2,219000,USD,"AWS, Kubernetes, Python, SQL, System Design",287,2023-01-01,Master's,Engineering,4.1,Open,Software
JOB-1868,Senior Data Scientist,Mastercard,Fintech,10001+,United States,Boston,Remote,Full-time,Entry Level,2,163000,USD,"PyTorch, Deep Learning, Python, Statistics, Machine Learning",392,2024-06-11,Bachelor's,Data Science,4.6,Closed,Data
JOB-1869,Software Engineer,KPMG,Consulting,10001+,United Kingdom,Manchester,Hybrid,Full-time,Mid Level,5,105000,GBP,"AWS, SQL, Git, Java",491,2023-11-13,Bachelor's,Engineering,3.5,Open,Software
JOB-1870,Data Scientist,Amazon,E-Commerce,10001+,United States,Austin,Hybrid,Full-time,Executive,14,154000,USD,"Statistics, Python, Machine Learning",480,2023-11-24,Master's,Data Science,4.0,Open,Data
JOB-1871,Financial Analyst,Lockheed Martin,Aerospace,10001+,Germany,Munich,Hybrid,Contract,Entry Level,0,63000,EUR,"Forecasting, SQL, Power BI, Excel, Financial Modeling",223,2023-09-16,Bachelor's,Finance,4.1,Open,Business
JOB-1872,Software Engineer,Zoom,Software,1001-5000,United States,San Francisco,Remote,Contract,Director,10,159000,USD,"Java, JavaScript, SQL, Git, AWS, Python",100,2023-12-09,MBA,Engineering,4.1,Open,Software
JOB-1873,Analytics Engineer,Mastercard,Fintech,10001+,Netherlands,Amsterdam,Remote,Full-time,Entry Level,1,108000,EUR,"SQL, Snowflake, dbt",294,2023-01-03,Bachelor's,Engineering,4.1,Filled,Data
JOB-1874,Data Engineer,Snowflake,Technology,1001-5000,United Kingdom,Manchester,Onsite,Full-time,Executive,15,129000,GBP,"AWS, Airflow, SQL, Kafka, Spark",505,2024-04-10,PhD,Engineering,4.3,Open,Data
JOB-1875,Data Architect,Amazon,E-Commerce,10001+,India,Pune,Hybrid,Full-time,Director,11,5561000,INR,"SQL, Azure, Python, Spark, AWS",304,2023-09-29,Master's,Engineering,3.7,Open,Data
JOB-1876,Product Manager,Walmart,Retail,10001+,United States,New York,Onsite,Full-time,Mid Level,5,145000,USD,"Roadmapping, Agile, Product Strategy, Analytics",296,2023-03-19,Master's,Product,3.5,Closed,Business
JOB-1877,Cloud Engineer,Microsoft,Technology,10001+,Canada,Toronto,Hybrid,Full-time,Senior Level,7,156000,CAD,"Kubernetes, AWS, Terraform, GCP, Python",459,2024-02-03,Master's,Engineering,4.1,Open,Software
JOB-1878,Financial Analyst,Google,Technology,10001+,United Kingdom,London,Hybrid,Full-time,Entry Level,0,75000,GBP,"Excel, SQL, Power BI, Forecasting",239,2023-10-27,Bachelor's,Finance,4.5,On Hold,Business
JOB-1879,Senior Data Engineer,Slack,Software,1001-5000,United States,Boston,Onsite,Full-time,Director,8,213000,USD,"Python, SQL, AWS, Airflow, Kafka",485,2023-10-04,Bachelor's,Engineering,4.4,Open,Data
JOB-1880,Strategy Analyst,PayPal,Fintech,10001+,India,Hyderabad,Onsite,Contract,Senior Level,7,2324000,INR,"Market Research, Excel, SQL, PowerPoint, Financial Modeling",315,2023-09-14,Bachelor's,Strategy,3.8,Open,Business
JOB-1881,Senior Data Engineer,Apple,Technology,10001+,United Kingdom,London,Remote,Full-time,Executive,17,151000,GBP,"SQL, Spark, dbt, AWS",411,2024-03-18,MBA,Engineering,4.0,Closed,Data
JOB-1882,ML Engineer,Airbnb,Hospitality,1001-5000,India,Mumbai,Hybrid,Full-time,Mid Level,4,3320000,INR,"Kubernetes, Python, TensorFlow, PyTorch, MLOps, SQL",409,2023-01-04,Master's,Engineering,4.2,Closed,Data
JOB-1883,Software Engineer,Lockheed Martin,Aerospace,10001+,Ireland,Dublin,Hybrid,Full-time,Entry Level,2,92000,EUR,"AWS, Python, JavaScript, Java, Git, SQL",310,2024-05-21,Bachelor's,Engineering,4.1,Closed,Software
JOB-1884,Senior Data Analyst,Ford,Automotive,10001+,Japan,Tokyo,Onsite,Full-time,Entry Level,1,11880000,JPY,"Python, Tableau, Power BI, R, SQL",481,2024-01-24,Bachelor's,Analytics,3.8,Closed,Data
JOB-1885,Senior Software Engineer,Block,Fintech,1001-5000,India,Delhi,Hybrid,Contract,Entry Level,1,3320000,INR,"SQL, System Design, Kubernetes",178,2024-06-21,Bachelor's,Engineering,3.7,Open,Software
JOB-1886,Strategy Analyst,HubSpot,Software,1001-5000,Canada,Vancouver,Onsite,Full-time,Senior Level,6,85000,CAD,"PowerPoint, Excel, Market Research, Financial Modeling",154,2023-03-23,Master's,Strategy,4.8,Open,Business
JOB-1887,Financial Analyst,Pfizer,Healthcare,10001+,India,Delhi,Remote,Full-time,Entry Level,1,1660000,INR,"Excel, Power BI, Forecasting, Financial Modeling",303,2023-01-05,Bachelor's,Finance,3.8,Open,Business
JOB-1888,Site Reliability Engineer,KPMG,Consulting,10001+,Canada,Toronto,Hybrid,Full-time,Director,11,140000,CAD,"AWS, Python, Linux",356,2023-04-17,Master's,Engineering,4.0,Open,Software
JOB-1889,Operations Analyst,Airbnb,Hospitality,1001-5000,Canada,Vancouver,Remote,Full-time,Senior Level,6,86000,CAD,"Lean, Excel, Power BI, SQL, Process Improvement",262,2024-02-02,PhD,Operations,4.3,Open,Business
JOB-1890,Frontend Engineer,CVS Health,Healthcare,10001+,United States,Atlanta,Hybrid,Full-time,Senior Level,8,130000,USD,"TypeScript, Git, JavaScript, CSS, React",400,2023-09-17,Bachelor's,Engineering,3.8,Closed,Software
JOB-1891,Business Intelligence Analyst,Walmart,Retail,10001+,Australia,Melbourne,Hybrid,Full-time,Entry Level,0,76000,AUD,"SQL, Power BI, DAX",320,2023-04-26,Master's,Analytics,3.6,Closed,Data
JOB-1892,Frontend Engineer,Google,Technology,10001+,United States,Boston,Hybrid,Full-time,Entry Level,2,118000,USD,"TypeScript, React, CSS",340,2024-02-25,Master's,Engineering,4.5,Open,Software
JOB-1893,Business Analyst,Databricks,Technology,1001-5000,United States,Los Angeles,Remote,Full-time,Director,11,106000,USD,"Excel, Requirements Gathering, Power BI",402,2023-09-16,Bachelor's,Analytics,4.5,Open,Business
JOB-1894,Full Stack Engineer,Shopify,E-Commerce,5001-10000,United States,Washington DC,Hybrid,Full-time,Mid Level,5,162000,USD,"React, SQL, JavaScript, AWS, Node.js",10,2023-03-08,Master's,Engineering,4.4,Open,Software
JOB-1895,Marketing Analyst,Databricks,Technology,1001-5000,United Kingdom,London,Onsite,Full-time,Mid Level,3,56000,GBP,"Python, Tableau, Google Analytics, SQL",266,2023-08-13,Bachelor's,Marketing,4.8,Open,Business
JOB-1896,Analytics Engineer,Adobe,Software,10001+,Japan,Tokyo,Remote,Full-time,Senior Level,7,18370000,JPY,"Python, Looker, Snowflake, dbt, SQL",442,2023-04-20,Master's,Engineering,4.3,Closed,Data
JOB-1897,DevOps Engineer,Boeing,Aerospace,10001+,Netherlands,Amsterdam,Onsite,Full-time,Senior Level,8,134000,EUR,"Docker, Kubernetes, CI/CD",348,2023-04-22,Master's,Engineering,3.9,Open,Software
JOB-1898,ML Engineer,CVS Health,Healthcare,10001+,Germany,Berlin,Hybrid,Full-time,Entry Level,0,109000,EUR,"SQL, Kubernetes, PyTorch, Python, TensorFlow, MLOps",338,2023-09-04,Master's,Engineering,3.5,Open,Data
JOB-1899,Marketing Analyst,Microsoft,Technology,10001+,India,Delhi,Hybrid,Internship,Director,11,2241000,INR,"SQL, Google Analytics, Tableau",10,2023-04-16,Master's,Marketing,4.4,Open,Business
JOB-1900,Operations Analyst,Palantir,Technology,1001-5000,United States,New York,Onsite,Full-time,Mid Level,5,81000,USD,"Excel, Process Improvement, SQL",212,2024-04-05,Bachelor's,Operations,4.0,On Hold,Business
JOB-1901,Analytics Engineer,Netflix,Entertainment,1001-5000,Canada,Toronto,Onsite,Contract,Entry Level,2,116000,CAD,"Looker, SQL, dbt, Snowflake, Python",405,2023-08-10,Master's,Engineering,4.3,Open,Data
JOB-1902,Business Intelligence Analyst,CVS Health,Healthcare,10001+,Netherlands,Amsterdam,Hybrid,Full-time,Mid Level,3,64000,EUR,"Tableau, SQL, Power BI, DAX, Excel",422,2023-01-22,Bachelor's,Analytics,3.8,Closed,Data
JOB-1903,Senior Data Analyst,Shopify,E-Commerce,5001-10000,United States,Washington DC,Hybrid,Full-time,Mid Level,5,114000,USD,"Python, R, Statistics, SQL",299,2023-07-29,Master's,Analytics,4.4,Closed,Data
JOB-1904,Marketing Analyst,Uber,Transportation,5001-10000,United States,San Francisco,Remote,Full-time,Entry Level,0,74000,USD,"Google Analytics, Python, Tableau",123,2023-04-22,Bachelor's,Marketing,3.5,Open,Business
JOB-1905,Frontend Engineer,Salesforce,Software,10001+,United Kingdom,Manchester,Hybrid,Full-time,Senior Level,7,131000,GBP,"React, TypeScript, CSS",532,2024-06-29,Master's,Engineering,5.0,Open,Software
JOB-1906,Full Stack Engineer,Ford,Automotive,10001+,United States,Los Angeles,Onsite,Full-time,Mid Level,5,163000,USD,"Python, AWS, React, Node.js, JavaScript",186,2023-04-29,Bachelor's,Engineering,3.8,Open,Software
JOB-1907,DevOps Engineer,Pfizer,Healthcare,10001+,France,Paris,Hybrid,Full-time,Entry Level,0,103000,EUR,"Python, Terraform, Docker, Kubernetes, CI/CD, AWS",10,2023-09-05,Bachelor's,Engineering,3.5,Open,Software
JOB-1908,Analytics Engineer,HubSpot,Software,1001-5000,India,Delhi,Hybrid,Full-time,Mid Level,3,2822000,INR,"Looker, SQL, dbt, Python",307,2023-04-02,Bachelor's,Engineering,4.2,Open,Data
JOB-1909,Strategy Analyst,Shopify,E-Commerce,5001-10000,Japan,Tokyo,Onsite,Full-time,Mid Level,2,13200000,JPY,"Market Research, SQL, PowerPoint, Financial Modeling",298,2023-01-25,Bachelor's,Strategy,4.0,Open,Business
JOB-1910,Operations Analyst,Lyft,Transportation,1001-5000,France,Paris,Onsite,Internship,Entry Level,2,65000,EUR,"Lean, SQL, Power BI, Process Improvement, Excel",448,2023-01-27,Master's,Operations,3.9,Open,Business
JOB-1911,Cloud Engineer,Adobe,Software,10001+,Germany,Berlin,Remote,Full-time,Senior Level,8,126000,EUR,"GCP, Python, Azure, AWS, Kubernetes",10,2023-06-04,Bachelor's,Engineering,4.3,Open,Software
JOB-1912,Backend Engineer,Deloitte,Consulting,10001+,Germany,Berlin,Remote,Full-time,Entry Level,2,91000,EUR,"Python, Redis, SQL, Java, AWS, Node.js",253,2023-12-16,Bachelor's,Engineering,4.1,Open,Software
JOB-1913,Backend Engineer,KPMG,Consulting,10001+,France,Paris,Onsite,Full-time,Mid Level,3,148000,EUR,"Java, SQL, AWS",217,2023-11-14,Bachelor's,Engineering,3.7,Open,Software
JOB-1914,Marketing Analyst,Pfizer,Healthcare,10001+,United States,Los Angeles,Remote,Full-time,Mid Level,5,96000,USD,"Python, SQL, Google Analytics",256,2024-06-22,Bachelor's,Marketing,3.8,Open,Business
JOB-1915,Backend Engineer,Adobe,Software,10001+,Japan,Tokyo,Onsite,Full-time,Senior Level,8,17380000,JPY,"Redis, Python, AWS, Java, Node.js",413,2024-01-23,PhD,Engineering,4.2,Open,Software
JOB-1916,Business Intelligence Analyst,Atlassian,Software,5001-10000,India,Mumbai,Hybrid,Full-time,Senior Level,7,2656000,INR,"SQL, Power BI, Tableau",36,2023-11-11,PhD,Analytics,4.4,Open,Data
JOB-1917,Marketing Analyst,Lyft,Transportation,1001-5000,United States,Austin,Onsite,Full-time,Mid Level,4,76000,USD,"Excel, Python, SQL",445,2023-10-26,Master's,Marketing,3.5,Open,Business
JOB-1918,Data Architect,Lyft,Transportation,1001-5000,Australia,Melbourne,Hybrid,Full-time,Senior Level,7,181000,AUD,"Spark, Azure, Python",287,2023-01-24,Master's,Engineering,3.9,Open,Data
JOB-1919,Cloud Engineer,Workday,Software,5001-10000,United States,Denver,Hybrid,Contract,Senior Level,6,179000,USD,"Azure, AWS, GCP",211,2023-05-18,Master's,Engineering,4.4,Open,Software
JOB-1920,Data Architect,Amazon,E-Commerce,10001+,United States,Los Angeles,Hybrid,Full-time,Mid Level,4,178000,USD,"AWS, Spark, Data Modeling",53,2023-05-06,Bachelor's,Engineering,3.8,Open,Data
JOB-1921,Senior Data Scientist,Netflix,Entertainment,1001-5000,United States,Denver,Remote,Full-time,Senior Level,6,192000,USD,"PyTorch, SQL, Python, Deep Learning, Statistics, Machine Learning",392,2023-08-20,Bachelor's,Data Science,4.6,Open,Data
JOB-1922,Strategy Analyst,Netflix,Entertainment,1001-5000,India,Pune,Remote,Full-time,Executive,18,3071000,INR,"Financial Modeling, Market Research, SQL, PowerPoint, Excel",216,2023-01-09,Master's,Strategy,4.2,Closed,Business
JOB-1923,Senior Data Scientist,CVS Health,Healthcare,10001+,United States,Denver,Onsite,Full-time,Senior Level,7,191000,USD,"SQL, Python, Machine Learning, Deep Learning, PyTorch",215,2023-10-18,PhD,Data Science,3.5,Filled,Data
JOB-1924,Senior Product Manager,Google,Technology,10001+,United States,New York,Remote,Full-time,Entry Level,2,157000,USD,"SQL, Agile, OKRs, Leadership, Product Strategy",381,2023-10-21,Master's,Product,4.8,Open,Business
JOB-1925,Software Engineer,Visa,Fintech,10001+,United States,Los Angeles,Remote,Full-time,Entry Level,2,103000,USD,"Git, Java, SQL",293,2023-06-01,Bachelor's,Engineering,4.6,Open,Software
JOB-1926,Data Scientist,Apple,Technology,10001+,Australia,Melbourne,Onsite,Full-time,Entry Level,1,104000,AUD,"Python, SQL, Machine Learning, Statistics, TensorFlow",273,2024-05-19,Master's,Data Science,4.1,Filled,Data
JOB-1927,Cloud Engineer,Amazon,E-Commerce,10001+,Netherlands,Amsterdam,Hybrid,Full-time,Senior Level,5,154000,EUR,"AWS, Azure, Terraform",285,2023-07-28,Bachelor's,Engineering,3.8,Open,Software
JOB-1928,Data Engineer,EY,Consulting,10001+,United States,Atlanta,Hybrid,Full-time,Director,13,150000,USD,"Python, SQL, Spark, AWS, Airflow, Kafka",78,2024-03-22,PhD,Engineering,3.9,Closed,Data
JOB-1929,Site Reliability Engineer,Lyft,Transportation,1001-5000,Australia,Melbourne,Onsite,Full-time,Executive,13,152000,AUD,"Python, Linux, AWS, Monitoring, Kubernetes",261,2024-06-24,MBA,Engineering,3.8,Open,Software
JOB-1930,Financial Analyst,Visa,Fintech,10001+,United States,Denver,Hybrid,Full-time,Senior Level,5,97000,USD,"Forecasting, Financial Modeling, Power BI, Excel, SQL",168,2023-01-19,Bachelor's,Finance,4.1,Open,Business
JOB-1931,Data Architect,Workday,Software,5001-10000,France,Paris,Onsite,Full-time,Entry Level,2,142000,EUR,"SQL, Azure, AWS, Data Modeling",100,2024-01-20,Master's,Engineering,3.9,Closed,Data
JOB-1932,Strategy Analyst,Tesla,Automotive,10001+,Canada,Toronto,Remote,Full-time,Senior Level,8,105000,CAD,"Market Research, Excel, PowerPoint, SQL, Financial Modeling",173,2023-04-16,Master's,Strategy,3.5,On Hold,Business
JOB-1933,ML Engineer,Stripe,Fintech,1001-5000,Netherlands,Amsterdam,Hybrid,Full-time,Entry Level,1,112000,EUR,"TensorFlow, SQL, PyTorch",10,2024-02-22,Bachelor's,Engineering,4.3,Open,Data
JOB-1934,Business Analyst,KPMG,Consulting,10001+,Germany,Munich,Hybrid,Full-time,Mid Level,3,71000,EUR,"Requirements Gathering, Power BI, SQL",475,2024-06-16,Master's,Analytics,3.6,Closed,Business
JOB-1935,Business Intelligence Analyst,Lockheed Martin,Aerospace,10001+,India,Delhi,Hybrid,Full-time,Director,9,2905000,INR,"Power BI, SQL, DAX, Excel, Tableau",408,2024-03-20,Master's,Analytics,3.9,Closed,Data
JOB-1936,Product Manager,KPMG,Consulting,10001+,United States,Seattle,Remote,Full-time,Senior Level,8,171000,USD,"Analytics, SQL, Roadmapping, Agile",131,2023-08-10,Master's,Product,3.9,Open,Business
JOB-1937,ML Engineer,DoorDash,Food Delivery,1001-5000,Netherlands,Amsterdam,Remote,Contract,Mid Level,3,122000,EUR,"Kubernetes, PyTorch, Python, TensorFlow, MLOps",287,2024-06-05,Bachelor's,Engineering,3.5,On Hold,Data
